pair_index,drug_1,drug_2,defect_class,detail
743,solifenacin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
744,solifenacin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
745,terazosin,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
746,terazosin,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
747,terazosin,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
748,tetracycline,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
749,tetracycline,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
750,tetracycline,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
751,tetracycline,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
752,tetracycline,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
753,tetracycline,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
754,tetracycline,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
755,triamcinolone,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
756,triamcinolone,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
757,triamcinolone,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
758,triamterene,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
759,triamterene,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
760,triamterene,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
761,triamterene,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
761,triamterene,sevelamer,implausible_coprescription,"sevelamer indicates dialysis-dependent CKD (hyperphosphataemia of ESRD), but triamterene is contraindicated in significant renal impairment (hyperkalaemia) — the two drugs are not co-prescribable in the same patient, so 'no reported interaction' reflects absent co-exposure"
762,triamterene,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
763,ustekinumab,amoxicillin,duplicate_unordered,"unordered repeat of row 55 (amoxicillin|ustekinumab); direction reversed, no exact ordered duplicate exists"
763,ustekinumab,amoxicillin,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
764,ustekinumab,cefuroxime,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
765,ustekinumab,acyclovir,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
766,ustekinumab,alfuzosin,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
767,ustekinumab,amitriptyline,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
768,ustekinumab,bisoprolol,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
769,ustekinumab,clopidogrel,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
770,ustekinumab,clotrimazole,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
770,ustekinumab,clotrimazole,implausible_coprescription,"clotrimazole here is topical/troche formulation with minimal systemic exposure; a systemic pharmacokinetic interaction is precluded by route, so the negative label is uninformative"
771,ustekinumab,finasteride,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
772,ustekinumab,fluvoxamine,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
773,ustekinumab,gemfibrozil,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
774,ustekinumab,glimepiride,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
775,ustekinumab,granisetron,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
776,ustekinumab,ibuprofen,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
777,ustekinumab,irbesartan,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
778,ustekinumab,ketoconazole,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
779,ustekinumab,lansoprazole,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
780,ustekinumab,losartan,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
781,ustekinumab,pioglitazone,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
782,ustekinumab,quetiapine,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
783,ustekinumab,temazepam,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
784,ustekinumab,tramadol,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
785,ustekinumab,trazodone,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
786,ustekinumab,zaleplon,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
787,ustekinumab,clarithromycin,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
788,ustekinumab,perindopril,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
789,ustekinumab,pemetrexed,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
789,ustekinumab,pemetrexed,same_class,biologic immunosuppressant + antifolate cytotoxic; additive myelosuppression/immunosuppression
790,ustekinumab,tadalafil,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
791,ustekinumab,doxycycline,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
792,ustekinumab,lantus,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
792,ustekinumab,lantus,name_brand,'lantus': brand name (RxNorm BN 261551); ingredient is insulin glargine (IN 274783)
793,ustekinumab,diphenhydramine,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
794,ustekinumab,liraglutide,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined; 'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
795,ustekinumab,meloxicam,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
796,ustekinumab,niacin,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
797,ustekinumab,omeprazole,duplicate_unordered,"unordered repeat of row 616 (omeprazole|ustekinumab); direction reversed, no exact ordered duplicate exists"
797,ustekinumab,omeprazole,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
798,ustekinumab,pregabalin,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
799,ustekinumab,salbutamol,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
799,ustekinumab,salbutamol,name_nomenclature_inconsistent,'salbutamol': INN; the RxNorm/USAN preferred term is albuterol (IN 435). Same inconsistency
800,ustekinumab,sertraline,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
801,ustekinumab,sevelamer,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined; 'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
802,ustekinumab,zolmitriptan,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
803,valganciclovir,atenolol,hub_pair,"'atenolol' degree 77 (9.3% of rows): hydrophilic beta-blocker, renally cleared, no significant CYP metabolism"
805,valganciclovir,citalopram,duplicate_unordered,"unordered repeat of row 224 (citalopram|valganciclovir); direction reversed, no exact ordered duplicate exists"
806,valganciclovir,conjugated estrogens,name_ambiguous,"'conjugated estrogens': multi-component botanical mixture (IN 4099, 'estrogens, conjugated (USP)'); not a single ingredient — component estrogens have distinct CYP substrate profiles"
807,valganciclovir,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
808,valganciclovir,dextromethorph,name_truncated,"'dextromethorph': truncated form of 'dextromethorphan'; fails RxNorm exact lookup (search=0), resolves only via normalized search to 4 concepts (IN 3289 dextromethorphan + 3 PIN salts)"
809,valganciclovir,heparin,hub_pair,"'heparin' degree 63 (7.6% of rows): unfractionated heparin, reticuloendothelial clearance, no CYP metabolism"
810,valganciclovir,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
811,valganciclovir,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
812,valganciclovir,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
813,valganciclovir,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
814,valproate,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
815,valproate,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
816,valproate,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
817,vardenafil,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
818,vardenafil,levetiracetam,hub_pair,"'levetiracetam' degree 78 (9.4% of rows): non-CYP, non-protein-bound antiepileptic; renal/hydrolytic clearance"
819,vardenafil,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
820,vardenafil,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
821,venlafaxine,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
822,venlafaxine,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
823,venlafaxine,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
824,zolmitriptan,liraglutide,hub_pair,"'liraglutide' degree 72 (8.7% of rows): GLP-1 peptide, endopeptidase-degraded, no CYP involvement"
825,zolpidem,dalteparin,hub_pair,"'dalteparin' degree 82 (9.9% of rows): LMWH, renally cleared, no CYP metabolism"
826,zolpidem,sevelamer,hub_pair,"'sevelamer' degree 152 (18.4% of rows): non-absorbed polymeric phosphate binder; negligible systemic exposure, so absence of a reported interaction is a property of the molecule, not evidence about the pair"
827,zolpidem,ustekinumab,hub_pair,"'ustekinumab' degree 140 (16.9% of rows): IgG1k monoclonal antibody; cleared by proteolytic catabolism, no CYP/transporter involvement, so absence of a reported interaction is structurally predetermined"
